Scenario,Route (m),Linear heat density (MWh/m),Losses (%),Gross CAPEX (£m),Grant (£m),Net CAPEX (£m),Connection contributions (£m),Annual OPEX (£m),Unmet heat (MWh),Carbon (gCO2e/kWh),Investor NPV (£m),Investor IRR (%),Discount rate (%),Required heat tariff (p/kWh),Outcome
A6 — Four-pipe heating and cooling,3000.0,4.705,6.527807297201559,28.759056,0.0,28.759056,0.0,2.029304,0.15,103.8,-36.47029247,,10.5,39.761,DO NOT PROGRESS
